DISTRICT_NAME,HOSP_NAME,CATEGORY_NAME,SEX,Mortality
East Godavari,Konaseema Institute Of Medical Science,GENERAL SURGERY,Female,0.0
East Godavari,Konaseema Institute Of Medical Science,GENERAL SURGERY,Male,0.0
East Godavari,Konaseema Institute Of Medical Science,GENITO URINARY SURGERIES,Female,0.0
East Godavari,Konaseema Institute Of Medical Science,GENITO URINARY SURGERIES,Male,0.0
East Godavari,Konaseema Institute Of Medical Science,GENITO URINARY SURGERIES,Male(Child),0.0
East Godavari,"Government General Hospital, Guntur",RADIATION ONCOLOGY,Female,0.0
East Godavari,King George Hospital,RHEUMATOLOGY,Female(Child),0.0
East Godavari,King George Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,Female,0.0
East Godavari,King George Hospital,NEUROSURGERY,Male,50.0
East Godavari,King George Hospital,NEUROSURGERY,Female,33.33333333333333
East Godavari,King George Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,Female(Child),0.0
East Godavari,King George Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,Male,0.0
East Godavari,King George Hospital,CARDIOLOGY,Male,0.0
East Godavari,King George Hospital,CRITICAL CARE,Female,100.0
East Godavari,King George Hospital,GASTROENTEROLOGY,Female,0.0
East Godavari,King George Hospital,GASTROENTEROLOGY,Female(Child),0.0
East Godavari,King George Hospital,GASTROENTEROLOGY,Male,0.0
East Godavari,King George Hospital,GASTROENTEROLOGY,Male(Child),0.0
East Godavari,King George Hospital,GENERAL MEDICINE,Female,0.0
East Godavari,King George Hospital,GENERAL MEDICINE,Male,100.0
East Godavari,King George Hospital,GENERAL SURGERY,Female,0.0
East Godavari,King George Hospital,GENERAL SURGERY,Male,0.0
East Godavari,King George Hospital,GENITO URINARY SURGERIES,Female,100.0
East Godavari,King George Hospital,GENITO URINARY SURGERIES,Female(Child),0.0
East Godavari,King George Hospital,GENITO URINARY SURGERIES,Male,0.0
East Godavari,King George Hospital,GYNAECOLOGY AND OBSTETRICS  SURGERY,Female,0.0
East Godavari,King George Hospital,MEDICAL ONCOLOGY,Female,0.0
East Godavari,King George Hospital,NEPHROLOGY,Female,100.0
East Godavari,King George Hospital,NEPHROLOGY,Female(Child),0.0
East Godavari,King George Hospital,NEPHROLOGY,Male,25.0
East Godavari,King George Hospital,NEPHROLOGY,Male(Child),0.0
East Godavari,King George Hospital,NEUROLOGY,Female,0.0
East Godavari,King George Hospital,NEUROLOGY,Male,100.0
East Godavari,Katuri Medical College  And Hospital A unit of Vignan Educational Foundation,GENITO URINARY SURGERIES,Male,0.0
East Godavari,Haritha Hospitals,GENITO URINARY SURGERIES,Female,0.0
East Godavari,King George Hospital,SURGICAL ONCOLOGY,Male,100.0
East Godavari,HCG Pinnacle Cancer Centre,MEDICAL ONCOLOGY,Male,0.0
East Godavari,"Government General Hospital,Kakinada",NEUROSURGERY,Female(Child),0.0
East Godavari,"Government General Hospital,Kakinada",NEUROSURGERY,Male,16.666666666666664
East Godavari,"Government General Hospital,Kakinada",NEUROSURGERY,Male(Child),100.0
East Godavari,"Government General Hospital,Kakinada",ORTHOPEDIC  SURGERY AND PROCEDURES,Female,0.0
East Godavari,"Government General Hospital,Kakinada",ORTHOPEDIC  SURGERY AND PROCEDURES,Female(Child),0.0
East Godavari,"Government General Hospital,Kakinada",ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
East Godavari,"Government General Hospital,Kakinada",ORTHOPEDIC  SURGERY AND PROCEDURES,Male(Child),0.0
East Godavari,"Government General Hospital,Kakinada",PEDIATRIC SURGERIES,Female(Child),100.0
East Godavari,"Government General Hospital,Kakinada",PEDIATRIC SURGERIES,Male(Child),0.0
East Godavari,"Government General Hospital,Kakinada",PEDIATRICS,Female(Child),14.285714285714285
East Godavari,"Government General Hospital,Kakinada",NEUROSURGERY,Female,33.33333333333333
East Godavari,"Government General Hospital,Kakinada",PEDIATRICS,Male(Child),16.666666666666664
East Godavari,"Government General Hospital,Kakinada",PLASTIC SURGERY,Female(Child),0.0
East Godavari,"Government General Hospital,Kakinada",PLASTIC SURGERY,Male,100.0
East Godavari,"Government General Hospital,Kakinada",PLASTIC SURGERY,Male(Child),0.0
East Godavari,"Government General Hospital,Kakinada",POLY TRAUMA,Female,50.0
East Godavari,"Government General Hospital,Kakinada",POLY TRAUMA,Female(Child),0.0
East Godavari,"Government General Hospital,Kakinada",POLY TRAUMA,Male,11.11111111111111
East Godavari,"Government General Hospital,Kakinada",POLY TRAUMA,Male(Child),0.0
East Godavari,"Government General Hospital,Kakinada",PULMONOLOGY,Female,0.0
East Godavari,"Government General Hospital,Kakinada",PULMONOLOGY,Male,50.0
East Godavari,"Government General Hospital,Kakinada",RADIATION ONCOLOGY,Female,100.0
East Godavari,"Government General Hospital,Kakinada",PLASTIC SURGERY,Female,50.0
East Godavari,"Government General Hospital,Kakinada",NEUROLOGY,Male(Child),0.0
East Godavari,"Government General Hospital,Kakinada",NEUROLOGY,Male,100.0
East Godavari,"Government General Hospital,Kakinada",NEUROLOGY,Female,0.0
East Godavari,"Government General Hospital,Kakinada",CARDIOLOGY,Female,0.0
East Godavari,HCG Pinnacle Cancer Centre,RADIATION ONCOLOGY,Male,0.0
East Godavari,"Government General Hospital,Kakinada",CARDIOLOGY,Male,0.0
East Godavari,"Government General Hospital,Kakinada",DERMATOLOGY,Male,0.0
East Godavari,"Government General Hospital,Kakinada",ENT  SURGERY,Female,0.0
East Godavari,"Government General Hospital,Kakinada",ENT  SURGERY,Male,0.0
East Godavari,"Government General Hospital,Kakinada",ENT  SURGERY,Male(Child),0.0
East Godavari,"Government General Hospital,Kakinada",GASTROENTEROLOGY,Female,0.0
East Godavari,"Government General Hospital,Kakinada",GASTROENTEROLOGY,Male,100.0
East Godavari,"Government General Hospital,Kakinada",GENERAL MEDICINE,Female,0.0
East Godavari,"Government General Hospital,Kakinada",GENERAL MEDICINE,Male,0.0
East Godavari,"Government General Hospital,Kakinada",GENERAL SURGERY,Female,100.0
East Godavari,"Government General Hospital,Kakinada",GENERAL SURGERY,Female(Child),0.0
East Godavari,"Government General Hospital,Kakinada",GENERAL SURGERY,Male,0.0
East Godavari,"Government General Hospital,Kakinada",GENERAL SURGERY,Male(Child),0.0
East Godavari,"Government General Hospital,Kakinada",GENITO URINARY SURGERIES,Female,0.0
East Godavari,"Government General Hospital,Kakinada",GENITO URINARY SURGERIES,Male,0.0
East Godavari,"Government General Hospital,Kakinada",GENITO URINARY SURGERIES,Male(Child),0.0
East Godavari,"Government General Hospital,Kakinada",GYNAECOLOGY AND OBSTETRICS  SURGERY,Female,0.0
East Godavari,"Government General Hospital,Kakinada",MEDICAL ONCOLOGY,Female,0.0
East Godavari,"Government General Hospital,Kakinada",MEDICAL ONCOLOGY,Male,0.0
East Godavari,"Government General Hospital,Kakinada",NEPHROLOGY,Female,50.0
East Godavari,"Government General Hospital,Kakinada",NEPHROLOGY,Male,16.666666666666664
East Godavari,"Government General Hospital,Kakinada",RADIATION ONCOLOGY,Male,33.33333333333333
East Godavari,"Government General Hospital,Kakinada",RHEUMATOLOGY,Female,0.0
East Godavari,"Government General Hospital,Kakinada",ENT  SURGERY,Female(Child),0.0
East Godavari,"Government General Hospital,Kakinada",SURGICAL GASTRO ENTEROLOGY,Male,100.0
East Godavari,Gsl Medical College And Gsl General Hospital,NEUROLOGY,Female,25.0
East Godavari,Gsl Medical College And Gsl General Hospital,NEUROLOGY,Male,11.11111111111111
East Godavari,Gsl Medical College And Gsl General Hospital,NEUROSURGERY,Female,0.0
East Godavari,Gsl Medical College And Gsl General Hospital,NEUROSURGERY,Male,100.0
East Godavari,Gsl Medical College And Gsl General Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,Female,0.0
East Godavari,Gsl Medical College And Gsl General Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
East Godavari,Gsl Medical College And Gsl General Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,Male(Child),0.0
East Godavari,Gsl Medical College And Gsl General Hospital,PLASTIC SURGERY,Female(Child),0.0
East Godavari,Gsl Medical College And Gsl General Hospital,POLY TRAUMA,Female,0.0
East Godavari,Gsl Medical College And Gsl General Hospital,POLY TRAUMA,Female(Child),0.0
East Godavari,Gsl Medical College And Gsl General Hospital,GYNAECOLOGY AND OBSTETRICS  SURGERY,Female,0.0
East Godavari,Gsl Medical College And Gsl General Hospital,POLY TRAUMA,Male,0.0
East Godavari,Gsl Medical College And Gsl General Hospital,PULMONOLOGY,Male,100.0
East Godavari,Gsl Medical College And Gsl General Hospital,SURGICAL GASTRO ENTEROLOGY,Male,0.0
East Godavari,Gsl Trust Cancer Hospital And Research Centre,MEDICAL ONCOLOGY,Female,0.0
East Godavari,Gsl Trust Cancer Hospital And Research Centre,MEDICAL ONCOLOGY,Male,0.0
East Godavari,Gsl Trust Cancer Hospital And Research Centre,MEDICAL ONCOLOGY,Male(Child),0.0
East Godavari,Gsl Trust Cancer Hospital And Research Centre,RADIATION ONCOLOGY,Female,0.0
East Godavari,HCG Curie City Cancer Centre Health Care Global Enterprises Ltd,RADIATION ONCOLOGY,Female,0.0
East Godavari,Gsl Trust Cancer Hospital And Research Centre,SURGICAL ONCOLOGY,Female,100.0
East Godavari,Gsl Trust Cancer Hospital And Research Centre,SURGICAL ONCOLOGY,Male,0.0
East Godavari,"Government General Hospital,Kakinada",SURGICAL GASTRO ENTEROLOGY,Female,0.0
East Godavari,Gsl Medical College And Gsl General Hospital,PULMONOLOGY,Female,0.0
East Godavari,Gsl Medical College And Gsl General Hospital,GENERAL SURGERY,Male,0.0
East Godavari,Gsl Trust Cancer Hospital And Research Centre,RADIATION ONCOLOGY,Male,50.0
East Godavari,Gsl Medical College And Gsl General Hospital,GENERAL MEDICINE,Male,0.0
East Godavari,"Government General Hospital,Kakinada",SURGICAL ONCOLOGY,Female,0.0
East Godavari,Gsl Medical College And Gsl General Hospital,GENERAL SURGERY,Female,0.0
East Godavari,"Government General Hospital,Kakinada",SURGICAL ONCOLOGY,Female(Child),0.0
East Godavari,"Government General Hospital,Kakinada",SURGICAL ONCOLOGY,Male,0.0
East Godavari,Government Victoria Hospital,GYNAECOLOGY AND OBSTETRICS  SURGERY,Female,0.0
East Godavari,Govt Ent Hospital  - Koti,COCHLEAR IMPLANT SURGERY,Female(Child),0.0
East Godavari,Govt Ent Hospital  - Koti,ENT  SURGERY,Female,0.0
East Godavari,Govt Ent Hospital  - Koti,ENT  SURGERY,Male,0.0
East Godavari,Govt Ent Hospital  - Koti,GENERAL SURGERY,Female,0.0
East Godavari,Govt Hospital For Chest And Communicable Diseases,PULMONOLOGY,Male,0.0
East Godavari,Govt. General Hospital- Vijayawada,ENT  SURGERY,Female,0.0
East Godavari,Guntur Cancer Care Centre Limited,RADIATION ONCOLOGY,Female,0.0
East Godavari,Govt. General Hospital- Vijayawada,NEPHROLOGY,Male,100.0
East Godavari,Govt. General Hospital- Vijayawada,GENERAL SURGERY,Male,0.0
East Godavari,Gsl Medical College And Gsl General Hospital,CARDIOLOGY,Male,0.0
East Godavari,Gsl Medical College And Gsl General Hospital,CARDIOLOGY,Female,100.0
East Godavari,Gsl Medical College And Gsl General Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,Male(Child),0.0
East Godavari,Gsl Medical College And Gsl General Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,Male,100.0
East Godavari,Gsl Medical College And Gsl General Hospital,CRITICAL CARE,Male,100.0
East Godavari,Govt. General Hospital- Vijayawada,POLY TRAUMA,Male,0.0
East Godavari,Govt. General Hospital- Vijayawada,PLASTIC SURGERY,Male,0.0
East Godavari,Govt. General Hospital- Vijayawada,OPHTHALMOLOGY  SURGERY,Male(Child),0.0
East Godavari,Govt. General Hospital- Vijayawada,PEDIATRICS,Female(Child),0.0
East Godavari,Gsl Medical College And Gsl General Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,Female,33.33333333333333
Guntur,Nri Academyof Sciences,CRITICAL CARE,Female,0.0
Guntur,Nims Hospitals,NEUROSURGERY,Female,0.0
Guntur,Nims Hospitals,NEUROSURGERY,Male,100.0
Guntur,Nims Hospitals,NEUROSURGERY,Male(Child),0.0
Guntur,Nims Hospitals,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Guntur,Nims Hospitals,PLASTIC SURGERY,Female,0.0
Guntur,Nims Hospitals,PLASTIC SURGERY,Male,0.0
Guntur,Nims Hospitals,POLY TRAUMA,Male,0.0
Guntur,Nims Hospitals,PULMONOLOGY,Female,100.0
Guntur,Nims Hospitals,RADIATION ONCOLOGY,Female,0.0
Guntur,Nims Hospitals,RHEUMATOLOGY,Female,100.0
Guntur,Nims Hospitals,RHEUMATOLOGY,Female(Child),0.0
Guntur,Nims Hospitals,SURGICAL GASTRO ENTEROLOGY,Female,0.0
Guntur,Nims Hospitals,NEUROLOGY,Male,0.0
Guntur,Nims Hospitals,SURGICAL ONCOLOGY,Female,0.0
Guntur,Nims Hospitals,SURGICAL ONCOLOGY,Male,0.0
Guntur,Nri Academyof Sciences,CARDIAC AND CARDIOTHORACIC SURGERY,Female,0.0
Guntur,Nri Academyof Sciences,CARDIAC AND CARDIOTHORACIC SURGERY,Male,100.0
Guntur,Nri Academyof Sciences,CARDIOLOGY,Female,0.0
Guntur,Nri Academyof Sciences,CARDIOLOGY,Male,33.33333333333333
Guntur,Nims Hospitals,PULMONOLOGY,Male,50.0
Guntur,Nims Hospitals,SURGICAL GASTRO ENTEROLOGY,Male,0.0
Guntur,Nims Hospitals,MEDICAL ONCOLOGY,Female(Child),0.0
Guntur,Nims Hospitals,NEPHROLOGY,Female,0.0
Guntur,Narayana Medical College Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,Male(Child),0.0
Guntur,Narayana Medical College Hospital,CARDIOLOGY,Female,0.0
Guntur,Nri Academyof Sciences,ENT  SURGERY,Female,0.0
Guntur,Narayana Medical College Hospital,GASTROENTEROLOGY,Female,0.0
Guntur,Narayana Medical College Hospital,GASTROENTEROLOGY,Male,0.0
Guntur,Narayana Medical College Hospital,NEPHROLOGY,Male,0.0
Guntur,Narayana Medical College Hospital,POLY TRAUMA,Female,0.0
Guntur,Niloufer Hospital,GYNAECOLOGY AND OBSTETRICS  SURGERY,Female,0.0
Guntur,Niloufer Hospital,PEDIATRICS,Female(Child),0.0
Guntur,Niloufer Hospital,PEDIATRICS,Male(Child),0.0
Guntur,Nims Hospitals,CARDIAC AND CARDIOTHORACIC SURGERY,Female,50.0
Guntur,Nims Hospitals,CARDIAC AND CARDIOTHORACIC SURGERY,Male,0.0
Guntur,Nims Hospitals,CARDIAC AND CARDIOTHORACIC SURGERY,Male(Child),0.0
Guntur,Nims Hospitals,GASTROENTEROLOGY,Male,0.0
Guntur,Nims Hospitals,GENERAL SURGERY,Female,0.0
Guntur,Nims Hospitals,GENERAL SURGERY,Male,0.0
Guntur,Nims Hospitals,GENITO URINARY SURGERIES,Female,0.0
Guntur,Nims Hospitals,GENITO URINARY SURGERIES,Male,0.0
Guntur,Nims Hospitals,MEDICAL ONCOLOGY,Female,0.0
Guntur,Nims Hospitals,MEDICAL ONCOLOGY,Male,100.0
Guntur,Nims Hospitals,MEDICAL ONCOLOGY,Male(Child),0.0
Guntur,Nims Hospitals,NEPHROLOGY,Male,0.0
Guntur,Nims Hospitals,CARDIOLOGY,Male,100.0
Guntur,Nri Academyof Sciences,PEDIATRICS,Female(Child),100.0
Guntur,Nri Academyof Sciences,ENT  SURGERY,Male(Child),0.0
Guntur,Nri Academyof Sciences,RADIATION ONCOLOGY,Female,0.0
Guntur,Nri Academyof Sciences,RADIATION ONCOLOGY,Male,0.0
Guntur,Nri Academyof Sciences,SURGICAL ONCOLOGY,Female,0.0
Guntur,Nri Academyof Sciences,SURGICAL ONCOLOGY,Male,50.0
Guntur,OZONE HOSPITALS,NEPHROLOGY,Male,0.0
Guntur,Osmania General Hospital ,GENERAL MEDICINE,Female,0.0
Guntur,Osmania General Hospital ,NEPHROLOGY,Female,0.0
Guntur,Osmania General Hospital ,NEPHROLOGY,Male,0.0
Guntur,Osmania General Hospital ,NEPHROLOGY,Male(Child),0.0
Guntur,Osmania General Hospital ,NEUROSURGERY,Male,0.0
Guntur,Osmania General Hospital ,PLASTIC SURGERY,Female(Child),0.0
Guntur,Osmania General Hospital ,SURGICAL GASTRO ENTEROLOGY,Male,0.0
Guntur,Owaisi Hospital  And Research Center,NEPHROLOGY,Male,0.0
Guntur,Owaisi Hospital  And Research Center,PULMONOLOGY,Male,0.0
Guntur,PRASAD MULTI SPECIALITY HOSPITAL,POLY TRAUMA,Male,0.0
Guntur,PRAVEEN CARDIAC CENTRE,CARDIAC AND CARDIOTHORACIC SURGERY,Female,0.0
Guntur,PRAVEEN CARDIAC CENTRE,CARDIAC AND CARDIOTHORACIC SURGERY,Male,0.0
Guntur,PRAVEEN CARDIAC CENTRE,CARDIOLOGY,Female,0.0
Guntur,Narayana Medical College Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,Female,0.0
Guntur,PRAVEEN CARDIAC CENTRE,NEUROLOGY,Female,100.0
Guntur,PRAVEEN CARDIAC CENTRE,CARDIOLOGY,Male,0.0
Guntur,Nri Academyof Sciences,PULMONOLOGY,Male,100.0
Guntur,Nri Academyof Sciences,ENT  SURGERY,Male,0.0
Guntur,Nri Academyof Sciences,POLY TRAUMA,Male,0.0
Guntur,Nri Academyof Sciences,PEDIATRICS,Male(Child),100.0
Guntur,Nri Academyof Sciences,GENERAL SURGERY,Male,0.0
Guntur,Nri Academyof Sciences,GENITO URINARY SURGERIES,Female,0.0
Guntur,Nri Academyof Sciences,GENITO URINARY SURGERIES,Female(Child),0.0
Guntur,Nri Academyof Sciences,GENITO URINARY SURGERIES,Male,0.0
Guntur,Nri Academyof Sciences,GENITO URINARY SURGERIES,Male(Child),0.0
Guntur,Nri Academyof Sciences,GYNAECOLOGY AND OBSTETRICS  SURGERY,Female,0.0
Guntur,Nri Academyof Sciences,MEDICAL ONCOLOGY,Female,0.0
Guntur,Nri Academyof Sciences,MEDICAL ONCOLOGY,Female(Child),0.0
Guntur,Nri Academyof Sciences,MEDICAL ONCOLOGY,Male,100.0
Guntur,Nri Academyof Sciences,MEDICAL ONCOLOGY,Male(Child),0.0
Guntur,Nri Academyof Sciences,NEPHROLOGY,Female,14.285714285714285
Guntur,Nri Academyof Sciences,NEPHROLOGY,Male,25.0
Guntur,Nri Academyof Sciences,NEPHROLOGY,Male(Child),0.0
Guntur,Nri Academyof Sciences,NEUROLOGY,Female,0.0
Guntur,Nri Academyof Sciences,NEUROLOGY,Male,0.0
Guntur,Nri Academyof Sciences,NEUROSURGERY,Female,100.0
Guntur,Nri Academyof Sciences,NEUROSURGERY,Male,0.0
Guntur,Nri Academyof Sciences,ORTHOPEDIC  SURGERY AND PROCEDURES,Female,0.0
Guntur,Nri Academyof Sciences,ORTHOPEDIC  SURGERY AND PROCEDURES,Female(Child),0.0
Guntur,Nri Academyof Sciences,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Guntur,Nri Academyof Sciences,ORTHOPEDIC  SURGERY AND PROCEDURES,Male(Child),0.0
Guntur,Nri Academyof Sciences,POLY TRAUMA,Female,100.0
Guntur,Nandana Hospital,GENITO URINARY SURGERIES,Male,0.0
Guntur,Malla reddy narayana multispeciality HospitalA unit of chandramma educational society,CARDIAC AND CARDIOTHORACIC SURGERY,Male,0.0
Guntur,Nandana Hospital,GENERAL SURGERY,Male,0.0
Guntur,M.N.J.Hospitals,RADIATION ONCOLOGY,Male,0.0
Guntur,M.N.J.Hospitals,SURGICAL ONCOLOGY,Female,100.0
Guntur,M.N.J.Hospitals,SURGICAL ONCOLOGY,Male,0.0
Guntur,MADHAVA HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,Female,0.0
Guntur,MADHAVA HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Guntur,MADHAVA HOSPITAL,POLY TRAUMA,Female,0.0
Guntur,MADHAVA HOSPITAL,POLY TRAUMA,Male,0.0
Guntur,METRO SUPERSPECIALITY HOSPITALS,GENERAL SURGERY,Male,0.0
Guntur,METRO SUPERSPECIALITY HOSPITALS,GENITO URINARY SURGERIES,Female,0.0
Guntur,METRO SUPERSPECIALITY HOSPITALS,GYNAECOLOGY AND OBSTETRICS  SURGERY,Female,0.0
Guntur,METRO SUPERSPECIALITY HOSPITALS,ORTHOPEDIC  SURGERY AND PROCEDURES,Female,0.0
Guntur,MOTHER THERESA MULTI SPECIALITY ,NEUROSURGERY,Female,0.0
Guntur,MOTHER THERESA MULTI SPECIALITY ,ORTHOPEDIC  SURGERY AND PROCEDURES,Female,0.0
Guntur,MOTHER THERESA MULTI SPECIALITY ,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Guntur,MOTHER THERESA MULTI SPECIALITY ,PEDIATRIC SURGERIES,Male(Child),0.0
Guntur,MOTHER THERESA MULTI SPECIALITY ,PEDIATRICS,Female(Child),50.0
Guntur,MOTHER THERESA MULTI SPECIALITY ,PEDIATRICS,Male(Child),20.0
Guntur,MOTHER THERESA MULTI SPECIALITY ,POLY TRAUMA,Female,0.0
Guntur,MOTHER THERESA MULTI SPECIALITY ,POLY TRAUMA,Male,0.0
Guntur,Mahatma Gandhi Memorial Hospital,CARDIOLOGY,Female,0.0
Guntur,Mahavir Hospital And Research Centre,CARDIAC AND CARDIOTHORACIC SURGERY,Female,0.0
Guntur,M.N.J.Hospitals,RADIATION ONCOLOGY,Female(Child),0.0
Guntur,Mahavir Hospital And Research Centre,GENITO URINARY SURGERIES,Male,0.0
Guntur,M.N.J.Hospitals,RADIATION ONCOLOGY,Female,0.0
Guntur,M.N.J.Hospitals,MEDICAL ONCOLOGY,Male,0.0
Guntur,Lalitha Super Speciality Hospital P Ltd,NEUROLOGY,Female(Child),0.0
Guntur,PRAVEEN CARDIAC CENTRE,NEUROLOGY,Male,0.0
Guntur,Lalitha Super Speciality Hospital P Ltd,NEUROLOGY,Male,100.0
Guntur,Lalitha Super Speciality Hospital P Ltd,NEUROSURGERY,Female,33.33333333333333
Guntur,Lalitha Super Speciality Hospital P Ltd,NEUROSURGERY,Male,100.0
Guntur,Lalitha Super Speciality Hospital P Ltd,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Guntur,Lalitha Super Speciality Hospital P Ltd,POLY TRAUMA,Female,50.0
Guntur,Lalitha Super Speciality Hospital P Ltd,POLY TRAUMA,Female(Child),0.0
Guntur,Lalitha Super Speciality Hospital P Ltd,POLY TRAUMA,Male,0.0
Guntur,Lalitha Super Speciality Hospital P Ltd,PULMONOLOGY,Male,0.0
Guntur,M N Hospital,GENERAL SURGERY,Female,0.0
Guntur,M N Hospital,GENERAL SURGERY,Male,0.0
Guntur,M N Hospital,GENITO URINARY SURGERIES,Female,0.0
Guntur,M N Hospital,GENITO URINARY SURGERIES,Male,0.0
Guntur,M V S Accident Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,Female,0.0
Guntur,M V S Accident Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,Male,0.0
Guntur,M V S Accident Hospital,POLY TRAUMA,Female,0.0
Guntur,M V S Accident Hospital,POLY TRAUMA,Female(Child),0.0
Guntur,M V S Accident Hospital,POLY TRAUMA,Male,0.0
Guntur,M.N.J.Hospitals,MEDICAL ONCOLOGY,Female,0.0
Guntur,M.N.J.Hospitals,MEDICAL ONCOLOGY,Female(Child),0.0
Guntur,M.N.J.Hospitals,MEDICAL ONCOLOGY,Male(Child),0.0
Guntur,Nandana Hospital,GENITO URINARY SURGERIES,Female,0.0
Guntur,Malla reddy narayana multispeciality HospitalA unit of chandramma educational society,CARDIAC AND CARDIOTHORACIC SURGERY,Female,0.0
Guntur,Malla reddy narayana multispeciality HospitalA unit of chandramma educational society,NEPHROLOGY,Male,0.0
Guntur,Manipal Health Enterprises PVT LTD,SURGICAL ONCOLOGY,Female,0.0
Guntur,Manipal Health Enterprises PVT LTD,SURGICAL ONCOLOGY,Male,0.0
Guntur,Max Cure Hospitals a unit of Sahrudaya Health Care Pvt. Ltd.,CARDIOLOGY,Female,0.0
Guntur,Medivision Eye Care Centre Private Limited Company,OPHTHALMOLOGY  SURGERY,Male(Child),0.0
Guntur,Medwin Hospitals,CARDIAC AND CARDIOTHORACIC SURGERY,Male,0.0
Guntur,Ms Mahatma Gandhi Cancer Hospital and Research Institute,RADIATION ONCOLOGY,Female,0.0
Guntur,Ms Mahatma Gandhi Cancer Hospital and Research Institute,SURGICAL ONCOLOGY,Male,0.0
Guntur,MyCure HospitalsA Unit of Sahrudaya Helath Care Private Limited,PEDIATRIC SURGERIES,Male(Child),100.0
Guntur,Nagarjuna Hospital,GASTROENTEROLOGY,Male,0.0
Guntur,Nagarjuna Hospital,MEDICAL ONCOLOGY,Female,0.0
Guntur,Nagarjuna Hospital,MEDICAL ONCOLOGY,Male(Child),0.0
Guntur,Nagarjuna Hospital,NEPHROLOGY,Female,0.0
Guntur,Nagarjuna Hospital,NEPHROLOGY,Male,100.0
Guntur,Nagarjuna Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,Female,0.0
Guntur,Nagarjuna Hospital,RADIATION ONCOLOGY,Female,0.0
Guntur,Nagarjuna Hospital,RADIATION ONCOLOGY,Male,0.0
Guntur,Nalluri Nursing Home,ENT  SURGERY,Female,0.0
Guntur,Nalluri Nursing Home,ENT  SURGERY,Male,0.0
Guntur,Nalluri Nursing Home,GENITO URINARY SURGERIES,Female,0.0
Guntur,Nalluri Nursing Home,NEUROSURGERY,Female,0.0
Guntur,Nalluri Nursing Home,PEDIATRICS,Female(Child),0.0
Guntur,Manipal Health Enterprises PVT LTD,SURGICAL GASTRO ENTEROLOGY,Male,0.0
Guntur,Malla reddy narayana multispeciality HospitalA unit of chandramma educational society,NEPHROLOGY,Female,0.0
Guntur,Manipal Health Enterprises PVT LTD,SURGICAL GASTRO ENTEROLOGY,Female,0.0
Guntur,Manipal Health Enterprises PVT LTD,RADIATION ONCOLOGY,Female(Child),0.0
Guntur,Manipal Health Enterprises PVT LTD,CARDIAC AND CARDIOTHORACIC SURGERY,Female,0.0
Guntur,Manipal Health Enterprises PVT LTD,CARDIAC AND CARDIOTHORACIC SURGERY,Male,0.0
Guntur,Manipal Health Enterprises PVT LTD,CARDIOLOGY,Female,0.0
Guntur,Manipal Health Enterprises PVT LTD,CARDIOLOGY,Male,100.0
Guntur,Manipal Health Enterprises PVT LTD,ENT  SURGERY,Female,0.0
Guntur,Manipal Health Enterprises PVT LTD,ENT  SURGERY,Male,0.0
Guntur,Manipal Health Enterprises PVT LTD,GASTROENTEROLOGY,Female,0.0
Guntur,Manipal Health Enterprises PVT LTD,GASTROENTEROLOGY,Male,0.0
Guntur,Manipal Health Enterprises PVT LTD,GENERAL SURGERY,Male,0.0
Guntur,Manipal Health Enterprises PVT LTD,GENITO URINARY SURGERIES,Female,0.0
Guntur,Manipal Health Enterprises PVT LTD,GENITO URINARY SURGERIES,Male,0.0
Guntur,Manipal Health Enterprises PVT LTD,MEDICAL ONCOLOGY,Female,0.0
Guntur,Manipal Health Enterprises PVT LTD,MEDICAL ONCOLOGY,Female(Child),0.0
Guntur,Manipal Health Enterprises PVT LTD,MEDICAL ONCOLOGY,Male,0.0
Guntur,Manipal Health Enterprises PVT LTD,MEDICAL ONCOLOGY,Male(Child),0.0
Guntur,Manipal Health Enterprises PVT LTD,NEPHROLOGY,Female,0.0
Guntur,Manipal Health Enterprises PVT LTD,NEPHROLOGY,Male,50.0
Guntur,Manipal Health Enterprises PVT LTD,ORTHOPEDIC  SURGERY AND PROCEDURES,Female,0.0
